sku,product_name,category,supplier,stock_quantity,sales_speed_per_day,expiry_date,warehouse_location,price_rub,reorder_point
CIW-000201,Кофе Max-169,Продукты питания,АО 'РегионСнаб',792,2.0,2027-01-31,Ряд 5-Стеллаж 5,26548.89,14
LSQ-000202,Чай C-987,Продукты питания,АО 'РегионСнаб',630,1.0,2027-05-29,Ряд 4-Стеллаж 9,37634.66,25
LUG-000203,Лоток Lite-522,Зоотовары,АО 'Торговый дом',254,1.0,2029-10-05,Ряд 1-Стеллаж 43,43797.57,13
EKQ-000204,Моющее средство Pro-882,Бытовая химия,ТД 'Универсал',395,0.1,2028-07-24,Ряд 17-Стеллаж 1,49344.78,1
VKO-000205,Консервы Pro-519,Продукты питания,ТД 'Универсал',977,10.0,NULL,Ряд 3-Стеллаж 1,13146.15,80
HST-000206,Отвертка B-550,Инструменты,Торговый дом 'Восточный',411,0.1,2029-01-07,Ряд 9-Стеллаж 6,15529.85,2
IPT-000207,Корм Pro-627,Зоотовары,ЗАО 'СкладСервис',658,0.1,2029-07-02,Ряд 2-Стеллаж 16,4356.33,2
PIT-000208,Фантастика Max-266,Книги,ИП Иванов,122,0.1,2026-03-14,Ряд 6-Стеллаж 32,47653.16,2
EDU-000209,Тональный крем Max-79,Косметика,Торговый дом 'Восточный',907,0.1,2030-07-28,Ряд 9-Стеллаж 34,3240.41,2
MNB-000210,Подушка B-48,Товары для дома,ИП Иванов,376,0.1,2028-10-23,Ряд 8-Стеллаж 48,25465.8,0
MJD-000211,Планшет C-846,Электроника,ООО 'ОптТорг',822,5.0,2029-06-03,Ряд 11-Стеллаж 16,20842.02,150
CJN-000212,Планшет A-567,Электроника,ИП Иванов,228,2.0,2028-07-20,Ряд 15-Стеллаж 19,38687.7,32
LJH-000213,Духи A-955,Косметика,Торговый дом 'Восточный',637,0.1,2030-12-06,Ряд 7-Стеллаж 47,45027.14,1
KGJ-000214,Детектив Pro-985,Книги,ООО 'Поставщик+',973,0.5,2029-11-20,Ряд 4-Стеллаж 14,26514.23,7
BZS-000215,Кроссовки B-653,Одежда,ООО 'Поставщик+',943,0.1,2030-04-02,Ряд 15-Стеллаж 48,4290.88,1
VBO-000216,Дрель C-464,Инструменты,ЗАО 'СкладСервис',987,0.1,2027-11-24,Ряд 11-Стеллаж 26,35051.24,3
HBF-000217,Свеча C-475,Товары для дома,АО 'Торговый дом',159,0.1,2030-06-11,Ряд 4-Стеллаж 35,17946.46,1
GDE-000218,Поводок Pro-526,Зоотовары,Компания 'Логистик',846,1.0,NULL,Ряд 11-Стеллаж 10,4606.08,14
BHV-000219,Консервы A-64,Продукты питания,ООО 'Поставщик+',974,0.5,2029-07-25,Ряд 4-Стеллаж 30,5140.27,5
VZD-000220,Молоток A-203,Инструменты,ООО 'ИмпортТрейд',702,1.0,NULL,Ряд 19-Стеллаж 17,45875.56,9
XLD-000221,Папка A-392,Канцтовары,АО 'Торговый дом',43,5.0,NULL,Ряд 19-Стеллаж 28,41093.19,95
REF-000222,Макароны Pro-422,Продукты питания,Компания 'Логистик',286,0.5,2026-03-26,Ряд 20-Стеллаж 40,30868.01,13
WMC-000223,Дрель Pro-558,Инструменты,ИП Иванов,429,0.1,NULL,Ряд 18-Стеллаж 2,49470.71,2
UIO-000224,Степлер C-786,Канцтовары,АО 'РегионСнаб',276,0.1,2028-04-30,Ряд 9-Стеллаж 4,40442.26,2
PGE-000225,Мыло B-181,Бытовая химия,ЗАО 'СкладСервис',246,0.1,NULL,Ряд 8-Стеллаж 37,42332.93,1
GIT-000226,Степлер C-180,Канцтовары,ИП Петрова,28,1.0,2028-12-17,Ряд 19-Стеллаж 13,41843.01,22
MCG-000227,Стиральный порошок A-152,Бытовая химия,ООО 'Поставщик+',539,0.5,2029-04-17,Ряд 5-Стеллаж 22,35861.03,8
PXU-000228,Гантели B-750,Спорттовары,ООО 'ИмпортТрейд',983,0.1,2030-05-20,Ряд 19-Стеллаж 7,16861.23,1
YUY-000229,Клетка C-752,Зоотовары,ООО 'ИмпортТрейд',178,1.0,2030-03-01,Ряд 8-Стеллаж 43,29468.06,12
RDS-000230,Словарь Max-580,Книги,ИП Петрова,400,2.0,NULL,Ряд 20-Стеллаж 21,46055.86,52
CMI-000231,Куртка Pro-12,Одежда,Группа 'Мегаполис',355,10.0,2027-01-28,Ряд 3-Стеллаж 46,33517.73,300
GGB-000232,Тушь Lite-385,Косметика,АО 'Торговый дом',737,0.1,2030-07-08,Ряд 6-Стеллаж 27,24679.45,1
CMW-000233,Корм C-175,Зоотовары,ЗАО 'СкладСервис',230,0.1,2028-05-08,Ряд 10-Стеллаж 2,15969.91,1
XEB-000234,Футболка A-340,Одежда,ООО 'ИмпортТрейд',608,10.0,2030-08-01,Ряд 6-Стеллаж 39,44493.18,120
FES-000235,Фантастика Pro-158,Книги,Торговый дом 'Восточный',553,0.1,2027-12-31,Ряд 8-Стеллаж 7,2529.29,2
BAC-000236,Клетка A-316,Зоотовары,ЗАО 'СкладСервис',614,0.5,NULL,Ряд 6-Стеллаж 41,14625.98,4
UMX-000237,Тушь Pro-477,Косметика,АО 'Торговый дом',657,0.5,2026-09-14,Ряд 13-Стеллаж 24,9369.82,4
GVO-000238,Кофе Pro-989,Продукты питания,Торговый дом 'Восточный',683,0.1,2030-06-26,Ряд 19-Стеллаж 15,27702.42,1
NWM-000239,Моющее средство A-973,Бытовая химия,ТД 'Универсал',306,0.1,NULL,Ряд 19-Стеллаж 34,40032.49,2
TEZ-000240,Мыло C-933,Бытовая химия,Группа 'Мегаполис',129,0.1,2030-08-09,Ряд 7-Стеллаж 41,7436.52,2
SUC-000241,Лыжи Lite-801,Спорттовары,АО 'РегионСнаб',565,0.5,2028-08-15,Ряд 15-Стеллаж 1,39338.2,13
KKD-000242,Посуда Pro-671,Товары для дома,ИП Петрова,776,5.0,2028-09-23,Ряд 10-Стеллаж 35,44012.78,100
MPA-000243,Помада C-919,Косметика,АО 'РегионСнаб',147,1.0,2028-05-19,Ряд 13-Стеллаж 22,34541.16,8
JIU-000244,Тушь C-747,Косметика,Компания 'Логистик',863,0.5,2029-06-10,Ряд 5-Стеллаж 20,48712.26,10
KQE-000245,Шампунь B-800,Бытовая химия,АО 'РегионСнаб',758,0.5,2028-06-24,Ряд 17-Стеллаж 11,3327.57,14
WWA-000246,Шампунь Max-946,Бытовая химия,Группа 'Мегаполис',857,0.1,2030-03-09,Ряд 7-Стеллаж 18,18449.18,2
DAJ-000247,Подушка C-29,Товары для дома,ТД 'Универсал',181,5.0,2030-02-15,Ряд 12-Стеллаж 11,41890.81,75
KEO-000248,Стиральный порошок Pro-934,Бытовая химия,Группа 'Мегаполис',662,0.1,2027-12-02,Ряд 14-Стеллаж 33,1051.62,2
DEU-000249,Шампунь C-224,Бытовая химия,Компания 'Логистик',622,2.0,2029-02-28,Ряд 9-Стеллаж 28,44779.37,36
MRV-000250,Дрель Max-111,Инструменты,ИП Петрова,104,0.1,2030-04-06,Ряд 18-Стеллаж 42,29708.94,1
MIH-000251,Степлер Pro-677,Канцтовары,Компания 'Логистик',267,1.0,NULL,Ряд 5-Стеллаж 34,38285.45,8
IDA-000252,Шина Max-731,Автотовары,Компания 'Логистик',265,5.0,2028-05-12,Ряд 19-Стеллаж 46,49737.95,65
FNU-000253,Игрушка Max-265,Зоотовары,ООО 'ИмпортТрейд',519,0.5,2027-02-08,Ряд 18-Стеллаж 12,14724.51,11
SOX-000254,Поводок C-600,Зоотовары,ООО 'ИмпортТрейд',670,0.1,NULL,Ряд 10-Стеллаж 27,39415.12,1
HWM-000255,Лоток C-424,Зоотовары,ИП Петрова,594,5.0,2029-04-03,Ряд 17-Стеллаж 8,43381.51,95
BWD-000256,Моющее средство C-650,Бытовая химия,ООО 'ИмпортТрейд',419,10.0,NULL,Ряд 6-Стеллаж 50,4086.53,170
BLF-000257,Чай Pro-5,Продукты питания,ИП Петрова,782,0.1,NULL,Ряд 14-Стеллаж 41,21499.02,2
AFJ-000258,Планшет C-133,Электроника,ООО 'ИмпортТрейд',775,2.0,2027-03-20,Ряд 1-Стеллаж 41,36693.48,28
CNH-000259,Куртка Pro-368,Одежда,ООО 'Поставщик+',305,5.0,2031-02-07,Ряд 11-Стеллаж 28,44404.3,55
TEX-000260,Дрель Max-667,Инструменты,ООО 'Поставщик+',233,0.1,2026-06-25,Ряд 1-Стеллаж 38,25256.45,1
UJQ-000261,Велосипед A-561,Спорттовары,ИП Петрова,49,1.0,2028-04-10,Ряд 2-Стеллаж 45,5833.7,21
GSF-000262,Игрушка Pro-851,Зоотовары,ЗАО 'СкладСервис',9,0.5,NULL,Ряд 17-Стеллаж 18,31158.75,14
XNQ-000263,Духи C-721,Косметика,АО 'Торговый дом',803,0.1,2028-11-14,Ряд 7-Стеллаж 50,13186.55,2
KEO-000264,Шампунь B-973,Бытовая химия,Торговый дом 'Восточный',955,0.5,2027-03-04,Ряд 1-Стеллаж 43,4495.69,5
CNS-000265,Футболка C-369,Одежда,Компания 'Логистик',659,0.1,2027-11-27,Ряд 15-Стеллаж 4,5035.46,1
UIT-000266,Футболка C-835,Одежда,ООО 'Поставщик+',9,2.0,2030-01-03,Ряд 12-Стеллаж 29,47756.7,30
ICK-000267,Фильтр A-427,Автотовары,Компания 'Логистик',855,0.5,2029-02-05,Ряд 4-Стеллаж 9,34823.69,4
XMO-000268,Аккумулятор A-65,Автотовары,ИП Иванов,625,0.5,2028-11-23,Ряд 16-Стеллаж 32,5691.23,10
GIS-000269,Корм Pro-678,Зоотовары,ООО 'ОптТорг',785,1.0,2030-01-22,Ряд 17-Стеллаж 34,34427.67,26
SMR-000270,Клетка Pro-891,Зоотовары,АО 'РегионСнаб',152,2.0,2028-06-20,Ряд 1-Стеллаж 42,46721.85,46
ETI-000271,Папка A-878,Канцтовары,Компания 'Логистик',51,0.5,2030-06-04,Ряд 8-Стеллаж 6,22981.78,12
MIZ-000272,Фантастика Max-312,Книги,ЗАО 'СкладСервис',18,0.1,NULL,Ряд 18-Стеллаж 1,41304.14,2
XOR-000273,Аккумулятор Max-673,Автотовары,ООО 'ИмпортТрейд',372,2.0,2028-06-09,Ряд 11-Стеллаж 36,38382.45,52
JLC-000274,Корм B-505,Зоотовары,Группа 'Мегаполис',2,0.5,2029-10-19,Ряд 18-Стеллаж 34,18725.82,5
DSS-000275,Куртка A-776,Одежда,Компания 'Логистик',625,0.1,2030-05-14,Ряд 7-Стеллаж 30,41236.48,1
KYV-000276,Подушка Lite-958,Товары для дома,АО 'Торговый дом',790,2.0,2030-12-28,Ряд 5-Стеллаж 32,266.66,60
LPY-000277,Кофе Pro-429,Продукты питания,Торговый дом 'Восточный',592,0.1,2026-05-01,Ряд 13-Стеллаж 43,30047.27,1
ZXT-000278,Тональный крем C-864,Косметика,АО 'РегионСнаб',986,0.5,2028-06-07,Ряд 5-Стеллаж 9,20666.64,14
SWS-000279,Лыжи Lite-711,Спорттовары,ЗАО 'СкладСервис',222,0.1,2030-02-06,Ряд 5-Стеллаж 46,32521.82,1
QST-000280,Мяч A-391,Спорттовары,ТД 'Универсал',596,1.0,2031-02-27,Ряд 10-Стеллаж 28,40424.82,23
DRF-000281,Чай A-631,Продукты питания,Компания 'Логистик',699,0.1,2029-10-26,Ряд 7-Стеллаж 49,27081.55,1
WTW-000282,Энциклопедия Lite-56,Книги,ЗАО 'СкладСервис',574,0.5,2029-10-11,Ряд 2-Стеллаж 25,19408.35,14
AGQ-000283,Масло B-986,Автотовары,Группа 'Мегаполис',933,1.0,2029-04-07,Ряд 7-Стеллаж 19,22468.31,28
ENJ-000284,Отвертка A-158,Инструменты,Компания 'Логистик',569,0.1,2027-01-02,Ряд 9-Стеллаж 1,16561.61,2
YPU-000285,Игрушка Lite-70,Зоотовары,ИП Петрова,863,1.0,2030-03-04,Ряд 3-Стеллаж 46,15927.06,14
UEO-000286,Ключ Lite-487,Инструменты,АО 'Торговый дом',357,0.1,2029-01-09,Ряд 11-Стеллаж 22,18071.85,1
ZVZ-000287,Планшет Pro-938,Электроника,АО 'Торговый дом',684,0.5,2028-12-18,Ряд 20-Стеллаж 40,12229.17,4
UCG-000288,Словарь C-527,Книги,Компания 'Логистик',25,5.0,2031-01-06,Ряд 15-Стеллаж 32,2240.39,135
CCZ-000289,Гантели Lite-849,Спорттовары,ООО 'ОптТорг',7,1.0,2029-01-16,Ряд 7-Стеллаж 44,21239.26,10
SZU-000290,Поводок Lite-73,Зоотовары,АО 'Торговый дом',764,1.0,2030-01-09,Ряд 2-Стеллаж 6,3708.74,12
OFG-000291,Ключ A-775,Инструменты,ТД 'Универсал',645,0.5,NULL,Ряд 4-Стеллаж 35,344.65,15
TBW-000292,Папка Max-32,Канцтовары,ООО 'ОптТорг',108,0.1,2028-08-25,Ряд 10-Стеллаж 49,46338.21,1
MND-000293,Отвертка A-43,Инструменты,ООО 'ОптТорг',302,5.0,2026-08-08,Ряд 12-Стеллаж 1,27698.53,120
APN-000294,Кроссовки C-199,Одежда,Компания 'Логистик',215,1.0,2030-06-24,Ряд 17-Стеллаж 10,8089.67,14
CRO-000295,Монитор Pro-975,Электроника,ООО 'ОптТорг',472,1.0,NULL,Ряд 3-Стеллаж 17,4955.21,30
IDR-000296,Куртка Max-599,Одежда,Компания 'Логистик',634,0.1,2028-01-21,Ряд 16-Стеллаж 29,16450.89,2
DOV-000297,Дрель Pro-474,Инструменты,ИП Иванов,4,0.5,2029-02-28,Ряд 14-Стеллаж 18,42013.5,5
LUM-000298,Футболка Max-78,Одежда,ИП Иванов,661,1.0,2027-07-23,Ряд 18-Стеллаж 13,13198.57,27
XWQ-000299,Свеча Max-794,Товары для дома,ИП Петрова,414,2.0,2027-04-08,Ряд 18-Стеллаж 17,27196.29,48
DKX-000300,Одеяло Lite-701,Товары для дома,Торговый дом 'Восточный',877,0.1,2028-09-02,Ряд 13-Стеллаж 24,25133.26,2
ENL-000301,Крупа A-271,Продукты питания,ИП Петрова,971,1.0,2026-11-11,Ряд 12-Стеллаж 3,10980.01,22
JBF-000302,Бумага Max-270,Канцтовары,АО 'РегионСнаб',480,5.0,NULL,Ряд 11-Стеллаж 7,35201.63,115
POJ-000303,Пила Pro-909,Инструменты,ООО 'ИмпортТрейд',601,1.0,2030-04-10,Ряд 8-Стеллаж 34,20321.82,18
PND-000304,Консервы Max-236,Продукты питания,Группа 'Мегаполис',78,0.5,2027-10-04,Ряд 5-Стеллаж 12,7910.0,13
KIC-000305,Лоток Lite-165,Зоотовары,ТД 'Универсал',490,0.1,2027-02-03,Ряд 14-Стеллаж 2,12221.33,1
DNX-000306,Консервы Max-746,Продукты питания,ООО 'Поставщик+',170,0.1,2026-11-28,Ряд 13-Стеллаж 39,48463.72,2
RHC-000307,Фильтр Lite-676,Автотовары,ИП Петрова,482,2.0,2026-06-29,Ряд 14-Стеллаж 39,7178.47,50
NER-000308,Аккумулятор B-621,Автотовары,ИП Петрова,604,0.1,2028-10-09,Ряд 1-Стеллаж 13,26159.43,2
CMP-000309,Наушники Lite-431,Электроника,ООО 'ОптТорг',515,2.0,2028-11-22,Ряд 20-Стеллаж 35,41384.71,56
JBN-000310,Стиральный порошок C-613,Бытовая химия,ТД 'Универсал',808,2.0,2028-09-17,Ряд 14-Стеллаж 9,12763.18,28
WKE-000311,Энциклопедия Pro-371,Книги,Торговый дом 'Восточный',808,0.1,NULL,Ряд 1-Стеллаж 25,32744.58,2
CLP-000312,Тональный крем Pro-184,Косметика,ООО 'ОптТорг',433,1.0,NULL,Ряд 13-Стеллаж 49,10224.5,24
JOG-000313,Крем B-521,Косметика,ИП Петрова,352,2.0,2028-10-30,Ряд 8-Стеллаж 29,39166.31,24
KIO-000314,Детектив A-66,Книги,ЗАО 'СкладСервис',723,0.1,2028-03-11,Ряд 3-Стеллаж 10,23609.85,2
GJP-000315,Детектив Pro-11,Книги,АО 'РегионСнаб',953,10.0,2029-10-08,Ряд 20-Стеллаж 4,47288.51,120
FRU-000316,Духи Max-1,Косметика,Группа 'Мегаполис',34,2.0,2029-06-18,Ряд 20-Стеллаж 11,33717.52,36
ZCH-000317,Ключ C-744,Инструменты,ООО 'ИмпортТрейд',685,0.5,NULL,Ряд 1-Стеллаж 48,35195.92,4
VXJ-000318,Тональный крем A-516,Косметика,Группа 'Мегаполис',620,5.0,2028-03-10,Ряд 9-Стеллаж 12,20386.37,50
